gesture,foot,direction,camera,first/second,timestamp
BendingBehind,leftfoot,RecordingBack,cam1,first,1676321633773
BendingBehind,leftfoot,RecordingBack,cam1,second,1676321637306
BendingBehind,leftfoot,RecordingBack,cam2,first,1676321633606
BendingBehind,leftfoot,RecordingBack,cam2,second,1676321637173
BendingBehind,leftfoot,RecordingForth,cam1,first,1676321621734
BendingBehind,leftfoot,RecordingForth,cam1,second,1676321625434
BendingBehind,leftfoot,RecordingForth,cam2,first,1676321621768
BendingBehind,leftfoot,RecordingForth,cam2,second,1676321625601
BendingBehind,rightfoot,RecordingBack,cam1,first,1676321608561
BendingBehind,rightfoot,RecordingBack,cam1,second,1676321611194
BendingBehind,rightfoot,RecordingBack,cam2,first,1676321608527
BendingBehind,rightfoot,RecordingBack,cam2,second,1676321611294
BendingBehind,rightfoot,RecordingForth,cam1,first,1676321597544
BendingBehind,rightfoot,RecordingForth,cam1,second,1676321600777
BendingBehind,rightfoot,RecordingForth,cam2,first,1676321597444
BendingBehind,rightfoot,RecordingForth,cam2,second,1676321600777
Delay,rightfoot,RecordingBack,cam1,first,1676320668564
Delay,rightfoot,RecordingBack,cam1,second,1676320672665
Delay,rightfoot,RecordingBack,cam2,first,1676320668398
Delay,rightfoot,RecordingBack,cam2,second,1676320672598
Delay,rightfoot,RecordingForth,cam1,first,1676320654025
Delay,rightfoot,RecordingForth,cam1,second,1676320658125
Delay,rightfoot,RecordingForth,cam2,first,1676320654058
Delay,rightfoot,RecordingForth,cam2,second,1676320658125
Delay,leftfoot,RecordingBack,cam1,first,1676320637877
Delay,leftfoot,RecordingBack,cam2,first,1676320637810
Delay,leftfoot,RecordingBack,cam2,second,1676320641677
Delay,leftfoot,RecordingForth,cam1,first,1676320625048
Delay,leftfoot,RecordingForth,cam1,second,1676320628948
Delay,leftfoot,RecordingForth,cam2,first,1676320624948
Delay,leftfoot,RecordingForth,cam2,second,1676320629015
KickForward,rightfoot,RecordingBack,cam1,first,1676320240517
KickForward,rightfoot,RecordingBack,cam2,first,1676320240617
KickForward,rightfoot,RecordingBack,cam2,second,1676320244117
KickForward,rightfoot,RecordingForth,cam1,first,1676320228611
KickForward,rightfoot,RecordingForth,cam1,second,1676320232077
KickForward,rightfoot,RecordingForth,cam2,first,1676320228744
KickForward,rightfoot,RecordingForth,cam2,second,1676320232144
KickForward,leftfoot,RecordingBack,cam1,first,1676320186026
KickForward,leftfoot,RecordingBack,cam2,first,1676320186093
KickForward,leftfoot,RecordingBack,cam2,second,1676320189660
KickForward,leftfoot,RecordingForth,cam1,first,1676320173897
KickForward,leftfoot,RecordingForth,cam1,second,1676320177797
KickForward,leftfoot,RecordingForth,cam2,first,1676320173897
KickForward,leftfoot,RecordingForth,cam2,second,1676320177731
