gesture,foot,direction,camera,first/second,timestamp
TapWithHeel,rightfoot,RecordingBack,cam1,first,1677107983464
TapWithHeel,rightfoot,RecordingBack,cam2,first,1677107983397
TapWithHeel,rightfoot,RecordingBack,cam2,second,1677107987197
TapWithHeel,rightfoot,RecordingForth,cam1,first,1677107972480
TapWithHeel,rightfoot,RecordingForth,cam1,second,1677107974980
TapWithHeel,rightfoot,RecordingForth,cam2,first,1677107972413
TapWithHeel,rightfoot,RecordingForth,cam2,second,1677107975113
TapWithHeel,leftfoot,RecordingBack,cam1,first,1677107958229
TapWithHeel,leftfoot,RecordingBack,cam2,first,1677107958296
TapWithHeel,leftfoot,RecordingBack,cam2,second,1677107960729
TapWithHeel,leftfoot,RecordingForth,cam1,first,1677107947156
TapWithHeel,leftfoot,RecordingForth,cam1,second,1677107949656
TapWithHeel,leftfoot,RecordingForth,cam2,first,1677107947123
KickForward,rightfoot,RecordingBack,cam1,first,1677107894744
KickForward,rightfoot,RecordingBack,cam2,first,1677107894544
KickForward,rightfoot,RecordingBack,cam2,second,1677107898177
KickForward,rightfoot,RecordingForth,cam1,first,1677107883803
KickForward,rightfoot,RecordingForth,cam1,second,1677107886503
KickForward,rightfoot,RecordingForth,cam2,first,1677107883836
KickForward,rightfoot,RecordingForth,cam2,second,1677107886503
KickForward,leftfoot,RecordingBack,cam1,first,1677107869276
KickForward,leftfoot,RecordingBack,cam2,first,1677107869276
KickForward,leftfoot,RecordingBack,cam2,second,1677107871909
KickForward,leftfoot,RecordingForth,cam1,first,1677107858492
KickForward,leftfoot,RecordingForth,cam1,second,1677107861125
KickForward,leftfoot,RecordingForth,cam2,first,1677107858492
BigStep,rightfoot,RecordingBack,cam1,first,1677107296560
BigStep,rightfoot,RecordingBack,cam2,first,1677107296360
BigStep,rightfoot,RecordingBack,cam2,second,1677107298960
BigStep,rightfoot,RecordingForth,cam1,first,1677107285753
BigStep,rightfoot,RecordingForth,cam1,second,1677107288253
BigStep,rightfoot,RecordingForth,cam2,first,1677107285786
BigStep,rightfoot,RecordingForth,cam2,second,1677107288220
BigStep,leftfoot,RecordingForth,cam1,first,1677107259819
BigStep,leftfoot,RecordingForth,cam1,second,1677107262285
BigStep,leftfoot,RecordingForth,cam2,first,1677107259852
BigStep,leftfoot,RecordingForth,cam2,second,1677107262385
Delay,leftfoot,RecordingBack,cam1,first,1677107031153
Delay,leftfoot,RecordingBack,cam1,second,1677107033986
Delay,leftfoot,RecordingBack,cam2,first,1677107030853
Delay,leftfoot,RecordingBack,cam2,second,1677107033886
Delay,leftfoot,RecordingForth,cam1,first,1677107019404
Delay,leftfoot,RecordingForth,cam1,second,1677107022337
Delay,leftfoot,RecordingForth,cam2,first,1677107019404
Delay,leftfoot,RecordingForth,cam2,second,1677107022470
Delay,rightfoot,RecordingBack,cam1,first,1677107003708
Delay,rightfoot,RecordingBack,cam1,second,1677107006508
Delay,rightfoot,RecordingBack,cam2,first,1677107003642
Delay,rightfoot,RecordingBack,cam2,second,1677107006442
Delay,rightfoot,RecordingForth,cam1,first,1677106992591
Delay,rightfoot,RecordingForth,cam1,second,1677106995358
Delay,rightfoot,RecordingForth,cam2,first,1677106992492
Delay,rightfoot,RecordingForth,cam2,second,1677106995658
BendingBehind,rightfoot,RecordingBack,cam1,first,1677106404126
BendingBehind,rightfoot,RecordingBack,cam1,second,1677106406892
BendingBehind,rightfoot,RecordingBack,cam2,first,1677106404026
BendingBehind,rightfoot,RecordingBack,cam2,second,1677106406826
BendingBehind,rightfoot,RecordingForth,cam1,first,1677106391908
BendingBehind,rightfoot,RecordingForth,cam1,second,1677106394608
BendingBehind,rightfoot,RecordingForth,cam2,first,1677106391842
BendingBehind,rightfoot,RecordingForth,cam2,second,1677106394508
BendingBehind,leftfoot,RecordingBack,cam1,first,1677106377245
BendingBehind,leftfoot,RecordingBack,cam1,second,1677106379978
BendingBehind,leftfoot,RecordingBack,cam2,first,1677106377245
BendingBehind,leftfoot,RecordingBack,cam2,second,1677106380012
BendingBehind,leftfoot,RecordingForth,cam1,first,1677106365796
BendingBehind,leftfoot,RecordingForth,cam1,second,1677106368663
BendingBehind,leftfoot,RecordingForth,cam2,first,1677106365763
BendingBehind,leftfoot,RecordingForth,cam2,second,1677106368563
BigStep,leftfoot,RecordingBack,cam1,first,1677107271335
BigStep,leftfoot,RecordingBack,cam1,second,1677107273569
BigStep,leftfoot,RecordingBack,cam2,first,1677107271069
BigStep,leftfoot,RecordingBack,cam2,second,1677107273402
