gesture,foot,direction,camera,first/second,timestamp
BendingBehind,leftfoot,RecordingBack,cam1,first,1676677736165
BendingBehind,leftfoot,RecordingBack,cam2,first,1676677736132
BendingBehind,leftfoot,RecordingBack,cam2,second,1676677738765
BendingBehind,leftfoot,RecordingForth,cam1,first,1676677725290
BendingBehind,leftfoot,RecordingForth,cam1,second,1676677727790
BendingBehind,leftfoot,RecordingForth,cam2,first,1676677724957
BendingBehind,leftfoot,RecordingForth,cam2,second,1676677727723
BendingBehind,rightfoot,RecordingBack,cam1,first,1676677710640
BendingBehind,rightfoot,RecordingBack,cam2,first,1676677710674
BendingBehind,rightfoot,RecordingBack,cam2,second,1676677713040
BendingBehind,rightfoot,RecordingForth,cam1,first,1676677700600
BendingBehind,rightfoot,RecordingForth,cam1,second,1676677703267
BendingBehind,rightfoot,RecordingForth,cam2,first,1676677700634
BendingBehind,rightfoot,RecordingForth,cam2,second,1676677703234
Delay,leftfoot,RecordingBack,cam1,first,1676590757318
Delay,leftfoot,RecordingBack,cam2,first,1676590757085
Delay,leftfoot,RecordingBack,cam2,second,1676590759985
Delay,leftfoot,RecordingForth,cam1,first,1676590745779
Delay,leftfoot,RecordingForth,cam1,second,1676590748412
Delay,leftfoot,RecordingForth,cam2,first,1676590745879
Delay,leftfoot,RecordingForth,cam2,second,1676590748545
Delay,rightfoot,RecordingBack,cam1,first,1676590731339
Delay,rightfoot,RecordingBack,cam2,first,1676590731339
Delay,rightfoot,RecordingBack,cam2,second,1676590733972
Delay,rightfoot,RecordingForth,cam1,first,1676590719701
Delay,rightfoot,RecordingForth,cam1,second,1676590723201
Delay,rightfoot,RecordingForth,cam2,first,1676590719767
Delay,rightfoot,RecordingForth,cam2,second,1676590723267
TapWithHeel,rightfoot,RecordingBack,cam1,first,1676589902792
TapWithHeel,rightfoot,RecordingBack,cam2,first,1676589902725
TapWithHeel,rightfoot,RecordingBack,cam2,second,1676589906225
TapWithHeel,rightfoot,RecordingForth,cam1,first,1676589891442
TapWithHeel,rightfoot,RecordingForth,cam1,second,1676589894076
TapWithHeel,rightfoot,RecordingForth,cam2,first,1676589891409
TapWithHeel,rightfoot,RecordingForth,cam2,second,1676589894109
TapWithHeel,leftfoot,RecordingBack,cam1,first,1676589870762
TapWithHeel,leftfoot,RecordingBack,cam1,second,1676589873162
TapWithHeel,leftfoot,RecordingBack,cam2,first,1676589870528
TapWithHeel,leftfoot,RecordingBack,cam2,second,1676589874195
TapWithHeel,leftfoot,RecordingForth,cam1,first,1676589860211
TapWithHeel,leftfoot,RecordingForth,cam1,second,1676589863711
TapWithHeel,leftfoot,RecordingForth,cam2,first,1676589860011
KickForward,rightfoot,RecordingBack,cam1,first,1676589542938
KickForward,rightfoot,RecordingBack,cam2,first,1676589542505
KickForward,rightfoot,RecordingBack,cam2,second,1676589546171
KickForward,rightfoot,RecordingForth,cam1,first,1676589530655
KickForward,rightfoot,RecordingForth,cam1,second,1676589534255
KickForward,rightfoot,RecordingForth,cam2,first,1676589530788
KickForward,rightfoot,RecordingForth,cam2,second,1676589534355
KickForward,leftfoot,RecordingBack,cam1,first,1676589514649
KickForward,leftfoot,RecordingBack,cam2,first,1676589514649
KickForward,leftfoot,RecordingBack,cam2,second,1676589518115
KickForward,leftfoot,RecordingForth,cam1,first,1676589502131
KickForward,leftfoot,RecordingForth,cam1,second,1676589505565
KickForward,leftfoot,RecordingForth,cam2,first,1676589502031
KickForward,leftfoot,RecordingForth,cam2,second,1676589505665
BigStep,rightfoot,RecordingBack,cam2,first,1676589369386
BigStep,rightfoot,RecordingBack,cam2,second,1676589371819
BigStep,rightfoot,RecordingForth,cam1,first,1676589358288
BigStep,rightfoot,RecordingForth,cam1,second,1676589361688
BigStep,rightfoot,RecordingForth,cam2,first,1676589358255
BigStep,leftfoot,RecordingBack,cam1,first,1676589345416
BigStep,leftfoot,RecordingBack,cam2,first,1676589345350
BigStep,leftfoot,RecordingBack,cam2,second,1676589347749
BigStep,leftfoot,RecordingForth,cam1,first,1676589335821
BigStep,leftfoot,RecordingForth,cam1,second,1676589338288
BigStep,leftfoot,RecordingForth,cam2,first,1676589335888
