gesture,foot,direction,camera,first/second,timestamp
BendingBehind,leftfoot,RecordingBack,cam1,first,1676660667177
BendingBehind,leftfoot,RecordingBack,cam2,first,1676660667144
BendingBehind,leftfoot,RecordingBack,cam2,second,1676660669577
BendingBehind,leftfoot,RecordingForth,cam1,first,1676660656147
BendingBehind,leftfoot,RecordingForth,cam1,second,1676660658613
BendingBehind,leftfoot,RecordingForth,cam2,first,1676660655913
BendingBehind,leftfoot,RecordingForth,cam2,second,1676660658480
BendingBehind,rightfoot,RecordingBack,cam1,first,1676660643118
BendingBehind,rightfoot,RecordingBack,cam1,second,1676660645451
BendingBehind,rightfoot,RecordingBack,cam2,first,1676660643018
BendingBehind,rightfoot,RecordingBack,cam2,second,1676660645451
BendingBehind,rightfoot,RecordingForth,cam1,first,1676660633107
BendingBehind,rightfoot,RecordingForth,cam1,second,1676660635607
BendingBehind,rightfoot,RecordingForth,cam2,first,1676660633207
BendingBehind,rightfoot,RecordingForth,cam2,second,1676660635473
KickForward,leftfoot,RecordingBack,cam1,first,1676660487680
KickForward,leftfoot,RecordingBack,cam2,first,1676660487646
KickForward,leftfoot,RecordingBack,cam2,second,1676660490046
KickForward,leftfoot,RecordingForth,cam1,first,1676660477028
KickForward,leftfoot,RecordingForth,cam1,second,1676660479461
KickForward,leftfoot,RecordingForth,cam2,first,1676660476961
KickForward,leftfoot,RecordingForth,cam2,second,1676660479395
KickForward,rightfoot,RecordingBack,cam1,first,1676660463688
KickForward,rightfoot,RecordingBack,cam2,first,1676660463621
KickForward,rightfoot,RecordingBack,cam2,second,1676660466121
KickForward,rightfoot,RecordingForth,cam1,first,1676660453849
KickForward,rightfoot,RecordingForth,cam1,second,1676660456416
KickForward,rightfoot,RecordingForth,cam2,first,1676660453916
KickForward,rightfoot,RecordingForth,cam2,second,1676660456349
TapWithHeel,rightfoot,RecordingBack,cam1,first,1676660058049
TapWithHeel,rightfoot,RecordingBack,cam2,first,1676660058116
TapWithHeel,rightfoot,RecordingBack,cam2,second,1676660060416
TapWithHeel,rightfoot,RecordingForth,cam1,first,1676660047998
TapWithHeel,rightfoot,RecordingForth,cam1,second,1676660050332
TapWithHeel,rightfoot,RecordingForth,cam2,first,1676660047832
TapWithHeel,leftfoot,RecordingBack,cam1,first,1676660034214
TapWithHeel,leftfoot,RecordingBack,cam2,first,1676660034114
TapWithHeel,leftfoot,RecordingBack,cam2,second,1676660036747
TapWithHeel,leftfoot,RecordingForth,cam1,first,1676660023540
TapWithHeel,leftfoot,RecordingForth,cam1,second,1676660026107
TapWithHeel,leftfoot,RecordingForth,cam2,first,1676660023307
TapWithHeel,leftfoot,RecordingForth,cam2,second,1676660025773
BigStep,rightfoot,RecordingBack,cam1,first,1676659891737
BigStep,rightfoot,RecordingBack,cam2,first,1676659891770
BigStep,rightfoot,RecordingBack,cam2,second,1676659894237
BigStep,rightfoot,RecordingForth,cam1,first,1676659881387
BigStep,rightfoot,RecordingForth,cam1,second,1676659883787
BigStep,rightfoot,RecordingForth,cam2,first,1676659881453
BigStep,rightfoot,RecordingForth,cam2,second,1676659883853
BigStep,leftfoot,RecordingBack,cam1,first,1676659867214
BigStep,leftfoot,RecordingBack,cam2,first,1676659867081
BigStep,leftfoot,RecordingBack,cam2,second,1676659869614
BigStep,leftfoot,RecordingForth,cam1,first,1676659857797
BigStep,leftfoot,RecordingForth,cam1,second,1676659859430
BigStep,leftfoot,RecordingForth,cam2,first,1676659857797
BigStep,leftfoot,RecordingForth,cam2,second,1676659859363
Delay,leftfoot,RecordingBack,cam1,first,1676659122908
Delay,leftfoot,RecordingBack,cam2,first,1676659122775
Delay,leftfoot,RecordingBack,cam2,second,1676659124408
Delay,leftfoot,RecordingForth,cam1,first,1676659111191
Delay,leftfoot,RecordingForth,cam1,second,1676659113724
Delay,leftfoot,RecordingForth,cam2,first,1676659111057
Delay,leftfoot,RecordingForth,cam2,second,1676659113691
Delay,rightfoot,RecordingBack,cam1,first,1676659097196
Delay,rightfoot,RecordingBack,cam2,first,1676659097196
Delay,rightfoot,RecordingBack,cam2,second,1676659099829
Delay,rightfoot,RecordingForth,cam1,first,1676659086412
Delay,rightfoot,RecordingForth,cam1,second,1676659089145
Delay,rightfoot,RecordingForth,cam2,first,1676659086378
Delay,rightfoot,RecordingForth,cam2,second,1676659089178
