gesture,foot,direction,camera,first/second,timestamp
Delay,rightfoot,RecordingBack,cam1,first,1677088798347
Delay,rightfoot,RecordingBack,cam1,second,1677088800747
Delay,rightfoot,RecordingBack,cam2,first,1677088797513
Delay,rightfoot,RecordingBack,cam2,second,1677088801380
Delay,rightfoot,RecordingForth,cam1,first,1677088784899
Delay,rightfoot,RecordingForth,cam1,second,1677088789732
Delay,rightfoot,RecordingForth,cam2,first,1677088785199
Delay,rightfoot,RecordingForth,cam2,second,1677088788799
Delay,leftfoot,RecordingBack,cam1,first,1677088768904
Delay,leftfoot,RecordingBack,cam2,first,1677088768804
Delay,leftfoot,RecordingBack,cam2,second,1677088772704
Delay,leftfoot,RecordingForth,cam1,first,1677088756208
Delay,leftfoot,RecordingForth,cam1,second,1677088759741
Delay,leftfoot,RecordingForth,cam2,first,1677088755708
Delay,leftfoot,RecordingForth,cam2,second,1677088759808
BigStep,leftfoot,RecordingBack,cam1,first,1677087765658
BigStep,leftfoot,RecordingBack,cam2,first,1677087765525
BigStep,leftfoot,RecordingBack,cam2,second,1677087768892
BigStep,leftfoot,RecordingForth,cam1,first,1677087754896
BigStep,leftfoot,RecordingForth,cam1,second,1677087757730
BigStep,leftfoot,RecordingForth,cam2,first,1677087754930
BigStep,leftfoot,RecordingForth,cam2,second,1677087757730
BigStep,rightfoot,RecordingBack,cam1,first,1677087741202
BigStep,rightfoot,RecordingBack,cam1,second,1677087743802
BigStep,rightfoot,RecordingBack,cam2,first,1677087741235
BigStep,rightfoot,RecordingBack,cam2,second,1677087743635
BigStep,rightfoot,RecordingForth,cam1,first,1677087729898
BigStep,rightfoot,RecordingForth,cam1,second,1677087733364
BigStep,rightfoot,RecordingForth,cam2,first,1677087729798
BigStep,rightfoot,RecordingForth,cam2,second,1677087733564
BendingBehind,rightfoot,RecordingBack,cam1,first,1677087683102
BendingBehind,rightfoot,RecordingBack,cam1,second,1677087685602
BendingBehind,rightfoot,RecordingBack,cam2,first,1677087682602
BendingBehind,rightfoot,RecordingBack,cam2,second,1677087685569
BendingBehind,rightfoot,RecordingForth,cam1,first,1677087671742
BendingBehind,rightfoot,RecordingForth,cam1,second,1677087674508
BendingBehind,rightfoot,RecordingForth,cam2,first,1677087671675
BendingBehind,rightfoot,RecordingForth,cam2,second,1677087674508
BendingBehind,leftfoot,RecordingBack,cam1,first,1677087655912
BendingBehind,leftfoot,RecordingBack,cam2,first,1677087656012
BendingBehind,leftfoot,RecordingBack,cam2,second,1677087659846
BendingBehind,leftfoot,RecordingForth,cam1,first,1677087644662
BendingBehind,leftfoot,RecordingForth,cam1,second,1677087648629
BendingBehind,leftfoot,RecordingForth,cam2,first,1677087644662
BendingBehind,leftfoot,RecordingForth,cam2,second,1677087648629
TapWithHeel,leftfoot,RecordingBack,cam1,first,1677087213212
TapWithHeel,leftfoot,RecordingBack,cam2,first,1677087212479
TapWithHeel,leftfoot,RecordingBack,cam2,second,1677087215679
TapWithHeel,leftfoot,RecordingForth,cam1,first,1677087199662
TapWithHeel,leftfoot,RecordingForth,cam1,second,1677087203762
TapWithHeel,leftfoot,RecordingForth,cam2,first,1677087199662
TapWithHeel,leftfoot,RecordingForth,cam2,second,1677087203796
TapWithHeel,rightfoot,RecordingBack,cam1,first,1677087183811
TapWithHeel,rightfoot,RecordingBack,cam2,first,1677087183811
TapWithHeel,rightfoot,RecordingBack,cam2,second,1677087187978
TapWithHeel,rightfoot,RecordingForth,cam1,first,1677087171007
TapWithHeel,rightfoot,RecordingForth,cam1,second,1677087175140
TapWithHeel,rightfoot,RecordingForth,cam2,first,1677087170874
TapWithHeel,rightfoot,RecordingForth,cam2,second,1677087175274
KickForward,leftfoot,RecordingBack,cam1,first,1677085419958
KickForward,leftfoot,RecordingBack,cam2,first,1677085419892
KickForward,leftfoot,RecordingBack,cam2,second,1677085423692
KickForward,leftfoot,RecordingForth,cam1,first,1677085406564
KickForward,leftfoot,RecordingForth,cam1,second,1677085410764
KickForward,leftfoot,RecordingForth,cam2,first,1677085406530
KickForward,leftfoot,RecordingForth,cam2,second,1677085410930
KickForward,rightfoot,RecordingBack,cam1,first,1677085389225
KickForward,rightfoot,RecordingBack,cam2,first,1677085389192
KickForward,rightfoot,RecordingBack,cam2,second,1677085393425
KickForward,rightfoot,RecordingForth,cam1,first,1677085375455
KickForward,rightfoot,RecordingForth,cam1,second,1677085379355
KickForward,rightfoot,RecordingForth,cam2,first,1677085375422
KickForward,rightfoot,RecordingForth,cam2,second,1677085379422
