gesture,foot,direction,camera,first/second,timestamp
Delay,rightfoot,RecordingBack,cam1,first,1677520361096
Delay,rightfoot,RecordingBack,cam2,first,1677520361030
Delay,rightfoot,RecordingBack,cam2,second,1677520363430
Delay,rightfoot,RecordingForth,cam1,first,1677520351423
Delay,rightfoot,RecordingForth,cam1,second,1677520353656
Delay,rightfoot,RecordingForth,cam2,first,1677520351389
Delay,leftfoot,RecordingBack,cam1,first,1677520337095
Delay,leftfoot,RecordingBack,cam2,first,1677520337028
Delay,leftfoot,RecordingBack,cam2,second,1677520339528
Delay,leftfoot,RecordingForth,cam1,first,1677520326643
Delay,leftfoot,RecordingForth,cam1,second,1677520328877
Delay,leftfoot,RecordingForth,cam2,first,1677520326377
Delay,leftfoot,RecordingForth,cam2,second,1677520328943
BigStep,rightfoot,RecordingBack,cam1,first,1677519988000
BigStep,rightfoot,RecordingBack,cam2,first,1677519988034
BigStep,rightfoot,RecordingBack,cam2,second,1677519990034
BigStep,rightfoot,RecordingForth,cam1,first,1677519978735
BigStep,rightfoot,RecordingForth,cam1,second,1677519980802
BigStep,rightfoot,RecordingForth,cam2,first,1677519978935
BigStep,leftfoot,RecordingBack,cam1,first,1677519966875
BigStep,leftfoot,RecordingBack,cam2,first,1677519966841
BigStep,leftfoot,RecordingBack,cam2,second,1677519968375
BigStep,leftfoot,RecordingForth,cam1,first,1677519957768
BigStep,leftfoot,RecordingForth,cam1,second,1677519959868
BigStep,leftfoot,RecordingForth,cam2,first,1677519957734
BendingBehind,rightfoot,RecordingBack,cam1,first,1677519646456
BendingBehind,rightfoot,RecordingBack,cam2,first,1677519646356
BendingBehind,rightfoot,RecordingBack,cam2,second,1677519648422
BendingBehind,rightfoot,RecordingForth,cam1,first,1677519636307
BendingBehind,rightfoot,RecordingForth,cam1,second,1677519638673
BendingBehind,rightfoot,RecordingForth,cam2,first,1677519636373
BendingBehind,leftfoot,RecordingBack,cam1,second,1677519623890
BendingBehind,leftfoot,RecordingBack,cam2,first,1677519623790
BendingBehind,leftfoot,RecordingBack,cam2,second,1677519626090
BendingBehind,leftfoot,RecordingForth,cam1,first,1677519613605
BendingBehind,leftfoot,RecordingForth,cam1,second,1677519616171
BendingBehind,leftfoot,RecordingForth,cam2,first,1677519613538
BendingBehind,leftfoot,RecordingForth,cam2,second,1677519616138
TapWithHeel,leftfoot,RecordingBack,cam1,first,1677518778714
TapWithHeel,leftfoot,RecordingBack,cam2,first,1677518779214
TapWithHeel,leftfoot,RecordingBack,cam2,second,1677518781280
TapWithHeel,leftfoot,RecordingForth,cam1,first,1677518767461
TapWithHeel,leftfoot,RecordingForth,cam1,second,1677518770394
TapWithHeel,leftfoot,RecordingForth,cam2,first,1677518767294
TapWithHeel,leftfoot,RecordingForth,cam2,second,1677518769561
TapWithHeel,rightfoot,RecordingBack,cam1,first,1677518753468
TapWithHeel,rightfoot,RecordingBack,cam1,second,1677518755801
TapWithHeel,rightfoot,RecordingBack,cam2,first,1677518753268
TapWithHeel,rightfoot,RecordingBack,cam2,second,1677518755568
TapWithHeel,rightfoot,RecordingForth,cam1,first,1677518742772
TapWithHeel,rightfoot,RecordingForth,cam1,second,1677518745805
TapWithHeel,rightfoot,RecordingForth,cam2,first,1677518742805
TapWithHeel,rightfoot,RecordingForth,cam2,second,1677518745105
KickForward,rightfoot,RecordingBack,cam1,first,1677518582326
KickForward,rightfoot,RecordingBack,cam2,first,1677518582326
KickForward,rightfoot,RecordingBack,cam2,second,1677518584659
KickForward,rightfoot,RecordingForth,cam1,first,1677518573041
KickForward,rightfoot,RecordingForth,cam1,second,1677518575341
KickForward,rightfoot,RecordingForth,cam2,first,1677518573074
KickForward,leftfoot,RecordingBack,cam1,first,1677518559886
KickForward,leftfoot,RecordingBack,cam1,second,1677518562119
KickForward,leftfoot,RecordingBack,cam2,first,1677518559886
KickForward,leftfoot,RecordingBack,cam2,second,1677518561953
KickForward,leftfoot,RecordingForth,cam1,first,1677518550315
KickForward,leftfoot,RecordingForth,cam1,second,1677518552282
KickForward,leftfoot,RecordingForth,cam2,first,1677518550249
KickForward,leftfoot,RecordingForth,cam2,second,1677518552549
