gesture,foot,direction,camera,first/second,timestamp
MidairRotationInwards,rightfoot,RecordingBack,cam1,first,1677004156465
MidairRotationInwards,rightfoot,RecordingBack,cam2,first,1677004156232
MidairRotationInwards,rightfoot,RecordingBack,cam2,second,1677004160798
MidairRotationInwards,rightfoot,RecordingForth,cam1,first,1677004143549
MidairRotationInwards,rightfoot,RecordingForth,cam1,second,1677004146849
MidairRotationInwards,rightfoot,RecordingForth,cam2,first,1677004143649
MidairRotationInwards,rightfoot,RecordingForth,cam2,second,1677004146749
MidairRotationInwards,leftfoot,RecordingBack,cam1,first,1677004128465
MidairRotationInwards,leftfoot,RecordingBack,cam1,second,1677004131332
MidairRotationInwards,leftfoot,RecordingBack,cam2,first,1677004128465
MidairRotationInwards,leftfoot,RecordingBack,cam2,second,1677004131365
MidairRotationInwards,leftfoot,RecordingForth,cam1,first,1677004115826
MidairRotationInwards,leftfoot,RecordingForth,cam1,second,1677004118792
MidairRotationInwards,leftfoot,RecordingForth,cam2,first,1677004115892
MidairRotationInwards,leftfoot,RecordingForth,cam2,second,1677004118792
KickForward,leftfoot,RecordingBack,cam1,first,1677004004791
KickForward,leftfoot,RecordingBack,cam1,second,1677004007924
KickForward,leftfoot,RecordingBack,cam2,first,1677004004858
KickForward,leftfoot,RecordingBack,cam2,second,1677004007958
KickForward,leftfoot,RecordingForth,cam1,first,1677003990709
KickForward,leftfoot,RecordingForth,cam1,second,1677003995142
KickForward,leftfoot,RecordingForth,cam2,first,1677003990709
KickForward,leftfoot,RecordingForth,cam2,second,1677003995142
KickForward,rightfoot,RecordingBack,cam1,first,1677003975215
KickForward,rightfoot,RecordingBack,cam2,first,1677003975115
KickForward,rightfoot,RecordingBack,cam2,second,1677003979548
KickForward,rightfoot,RecordingForth,cam1,first,1677003963388
KickForward,rightfoot,RecordingForth,cam1,second,1677003966222
KickForward,rightfoot,RecordingForth,cam2,first,1677003963355
KickForward,rightfoot,RecordingForth,cam2,second,1677003966555
Delay,rightfoot,RecordingBack,cam1,first,1677003777717
Delay,rightfoot,RecordingBack,cam1,second,1677003782317
Delay,rightfoot,RecordingBack,cam2,first,1677003777584
Delay,rightfoot,RecordingBack,cam2,second,1677003782150
Delay,rightfoot,RecordingForth,cam1,first,1677003763989
Delay,rightfoot,RecordingForth,cam1,second,1677003768190
Delay,rightfoot,RecordingForth,cam2,first,1677003763890
Delay,rightfoot,RecordingForth,cam2,second,1677003768190
Delay,leftfoot,RecordingBack,cam1,first,1677003747318
Delay,leftfoot,RecordingBack,cam2,first,1677003747351
Delay,leftfoot,RecordingBack,cam2,second,1677003751618
Delay,leftfoot,RecordingForth,cam1,first,1677003733524
Delay,leftfoot,RecordingForth,cam1,second,1677003737924
Delay,leftfoot,RecordingForth,cam2,first,1677003733524
Delay,leftfoot,RecordingForth,cam2,second,1677003737990
BendingBehind,rightfoot,RecordingBack,cam1,first,1677002386131
BendingBehind,rightfoot,RecordingBack,cam2,first,1677002385997
BendingBehind,rightfoot,RecordingBack,cam2,second,1677002390531
BendingBehind,rightfoot,RecordingForth,cam1,first,1677002373650
BendingBehind,rightfoot,RecordingForth,cam1,second,1677002376583
BendingBehind,rightfoot,RecordingForth,cam2,first,1677002373616
BendingBehind,rightfoot,RecordingForth,cam2,second,1677002376583
BendingBehind,leftfoot,RecordingBack,cam1,first,1677002331753
BendingBehind,leftfoot,RecordingBack,cam1,second,1677002334587
BendingBehind,leftfoot,RecordingBack,cam2,first,1677002331653
BendingBehind,leftfoot,RecordingBack,cam2,second,1677002334620
BendingBehind,leftfoot,RecordingForth,cam1,first,1677002318970
BendingBehind,leftfoot,RecordingForth,cam1,second,1677002321903
BendingBehind,leftfoot,RecordingForth,cam2,first,1677002319003
BendingBehind,leftfoot,RecordingForth,cam2,second,1677002321737
TapWithHeel,leftfoot,RecordingBack,cam1,first,1677001762298
TapWithHeel,leftfoot,RecordingBack,cam2,first,1677001762231
TapWithHeel,leftfoot,RecordingBack,cam2,second,1677001765631
TapWithHeel,leftfoot,RecordingForth,cam1,first,1677001747880
TapWithHeel,leftfoot,RecordingForth,cam1,second,1677001751780
TapWithHeel,leftfoot,RecordingForth,cam2,first,1677001747613
TapWithHeel,rightfoot,RecordingBack,cam1,first,1677001730321
TapWithHeel,rightfoot,RecordingBack,cam2,first,1677001730121
TapWithHeel,rightfoot,RecordingBack,cam2,second,1677001734288
TapWithHeel,rightfoot,RecordingForth,cam1,first,1677001717393
TapWithHeel,rightfoot,RecordingForth,cam1,second,1677001720493
TapWithHeel,rightfoot,RecordingForth,cam2,first,1677001717360
TapWithHeel,rightfoot,RecordingForth,cam2,second,1677001720560
BigStep,leftfoot,RecordingBack,cam1,first,1677001538211
BigStep,leftfoot,RecordingBack,cam2,first,1677001538178
BigStep,leftfoot,RecordingBack,cam2,second,1677001541178
BigStep,leftfoot,RecordingForth,cam1,first,1677001525251
BigStep,leftfoot,RecordingForth,cam1,second,1677001528084
BigStep,leftfoot,RecordingForth,cam2,first,1677001525318
BigStep,rightfoot,RecordingBack,cam1,first,1677001507526
BigStep,rightfoot,RecordingBack,cam2,first,1677001507592
BigStep,rightfoot,RecordingBack,cam2,second,1677001511659
BigStep,rightfoot,RecordingForth,cam1,first,1677001495351
BigStep,rightfoot,RecordingForth,cam1,second,1677001498251
BigStep,rightfoot,RecordingForth,cam2,first,1677001495351
