gesture,foot,direction,camera,first/second,timestamp
BendingBehind,leftfoot,RecordingBack,cam1,first,1676566688598
BendingBehind,leftfoot,RecordingBack,cam1,second,1676566691798
BendingBehind,leftfoot,RecordingBack,cam2,first,1676566688465
BendingBehind,leftfoot,RecordingBack,cam2,second,1676566691831
BendingBehind,leftfoot,RecordingForth,cam1,first,1676566675670
BendingBehind,leftfoot,RecordingForth,cam1,second,1676566679803
BendingBehind,leftfoot,RecordingForth,cam2,first,1676566675703
BendingBehind,leftfoot,RecordingForth,cam2,second,1676566679836
BendingBehind,rightfoot,RecordingBack,cam1,first,1676566660507
BendingBehind,rightfoot,RecordingBack,cam1,second,1676566663974
BendingBehind,rightfoot,RecordingBack,cam2,first,1676566660441
BendingBehind,rightfoot,RecordingBack,cam2,second,1676566663907
BendingBehind,rightfoot,RecordingForth,cam1,first,1676566648236
BendingBehind,rightfoot,RecordingForth,cam1,second,1676566651603
BendingBehind,rightfoot,RecordingForth,cam2,first,1676566648203
BendingBehind,rightfoot,RecordingForth,cam2,second,1676566651503
Delay,rightfoot,RecordingBack,cam1,first,1676566577008
Delay,rightfoot,RecordingBack,cam1,second,1676566581575
Delay,rightfoot,RecordingBack,cam2,first,1676566576741
Delay,rightfoot,RecordingBack,cam2,second,1676566581441
Delay,rightfoot,RecordingForth,cam1,first,1676566565601
Delay,rightfoot,RecordingForth,cam1,second,1676566568668
Delay,rightfoot,RecordingForth,cam2,first,1676566565634
Delay,rightfoot,RecordingForth,cam2,second,1676566568634
Delay,leftfoot,RecordingBack,cam1,first,1676566550742
Delay,leftfoot,RecordingBack,cam1,second,1676566554375
Delay,leftfoot,RecordingBack,cam2,first,1676566550709
Delay,leftfoot,RecordingBack,cam2,second,1676566554209
Delay,leftfoot,RecordingForth,cam1,first,1676566537824
Delay,leftfoot,RecordingForth,cam1,second,1676566541190
Delay,leftfoot,RecordingForth,cam2,first,1676566537757
Delay,leftfoot,RecordingForth,cam2,second,1676566541190
KickForward,leftfoot,RecordingBack,cam1,first,1676566139847
KickForward,leftfoot,RecordingBack,cam1,second,1676566142713
KickForward,leftfoot,RecordingBack,cam2,first,1676566139647
KickForward,leftfoot,RecordingBack,cam2,second,1676566142680
KickForward,leftfoot,RecordingForth,cam1,first,1676566126577
KickForward,leftfoot,RecordingForth,cam1,second,1676566130043
KickForward,leftfoot,RecordingForth,cam2,first,1676566126677
KickForward,leftfoot,RecordingForth,cam2,second,1676566129943
KickForward,rightfoot,RecordingBack,cam1,first,1676566109260
KickForward,rightfoot,RecordingBack,cam2,first,1676566109126
KickForward,rightfoot,RecordingBack,cam2,second,1676566113426
KickForward,rightfoot,RecordingForth,cam1,first,1676566096899
KickForward,rightfoot,RecordingForth,cam1,second,1676566101132
KickForward,rightfoot,RecordingForth,cam2,first,1676566097066
KickForward,rightfoot,RecordingForth,cam2,second,1676566101466
BigStep,leftfoot,RecordingBack,cam1,first,1676566028092
BigStep,leftfoot,RecordingBack,cam2,first,1676566028026
BigStep,leftfoot,RecordingBack,cam2,second,1676566031892
BigStep,leftfoot,RecordingForth,cam1,first,1676566017629
BigStep,leftfoot,RecordingForth,cam1,second,1676566020363
BigStep,leftfoot,RecordingForth,cam2,first,1676566017596
BigStep,leftfoot,RecordingForth,cam2,second,1676566020396
BigStep,rightfoot,RecordingBack,cam1,first,1676566000770
BigStep,rightfoot,RecordingBack,cam2,first,1676566000637
BigStep,rightfoot,RecordingBack,cam2,second,1676566003404
BigStep,rightfoot,RecordingForth,cam1,first,1676565990030
BigStep,rightfoot,RecordingForth,cam1,second,1676565992664
BigStep,rightfoot,RecordingForth,cam2,first,1676565990130
BigStep,rightfoot,RecordingForth,cam2,second,1676565992730
TapWithHeel,leftfoot,RecordingBack,cam1,first,1676565709507
TapWithHeel,leftfoot,RecordingBack,cam1,second,1676565713940
TapWithHeel,leftfoot,RecordingBack,cam2,first,1676565709540
TapWithHeel,leftfoot,RecordingBack,cam2,second,1676565713840
TapWithHeel,leftfoot,RecordingForth,cam1,first,1676565696702
TapWithHeel,leftfoot,RecordingForth,cam1,second,1676565700769
TapWithHeel,leftfoot,RecordingForth,cam2,first,1676565696302
TapWithHeel,leftfoot,RecordingForth,cam2,second,1676565700602
TapWithHeel,rightfoot,RecordingBack,cam1,first,1676565680108
TapWithHeel,rightfoot,RecordingBack,cam1,second,1676565684174
TapWithHeel,rightfoot,RecordingBack,cam2,first,1676565679874
TapWithHeel,rightfoot,RecordingBack,cam2,second,1676565684008
TapWithHeel,rightfoot,RecordingForth,cam1,first,1676565666314
TapWithHeel,rightfoot,RecordingForth,cam1,second,1676565670648
TapWithHeel,rightfoot,RecordingForth,cam2,first,1676565666348
TapWithHeel,rightfoot,RecordingForth,cam2,second,1676565670748
