gesture,foot,direction,camera,first/second,timestamp
BendingBehind,rightfoot,RecordingBack,cam1,first,1676672309746
BendingBehind,rightfoot,RecordingBack,cam2,first,1676672309479
BendingBehind,rightfoot,RecordingBack,cam2,second,1676672311946
BendingBehind,rightfoot,RecordingForth,cam1,first,1676672299316
BendingBehind,rightfoot,RecordingForth,cam1,second,1676672301683
BendingBehind,rightfoot,RecordingForth,cam2,first,1676672299183
BendingBehind,rightfoot,RecordingForth,cam2,second,1676672301550
BendingBehind,leftfoot,RecordingBack,cam1,first,1676672288477
BendingBehind,leftfoot,RecordingBack,cam2,first,1676672288577
BendingBehind,leftfoot,RecordingBack,cam2,second,1676672290844
BendingBehind,leftfoot,RecordingForth,cam1,first,1676672278491
BendingBehind,leftfoot,RecordingForth,cam1,second,1676672280925
BendingBehind,leftfoot,RecordingForth,cam2,first,1676672278425
BendingBehind,leftfoot,RecordingForth,cam2,second,1676672280858
TapWithHeel,leftfoot,RecordingBack,cam1,first,1676672014986
TapWithHeel,leftfoot,RecordingBack,cam2,first,1676672014886
TapWithHeel,leftfoot,RecordingBack,cam2,second,1676672017119
TapWithHeel,leftfoot,RecordingForth,cam1,first,1676672005478
TapWithHeel,leftfoot,RecordingForth,cam1,second,1676672007945
TapWithHeel,leftfoot,RecordingForth,cam2,first,1676672005445
TapWithHeel,leftfoot,RecordingForth,cam2,second,1676672007811
TapWithHeel,rightfoot,RecordingBack,cam1,first,1676671993094
TapWithHeel,rightfoot,RecordingBack,cam2,first,1676671992961
TapWithHeel,rightfoot,RecordingBack,cam2,second,1676671995294
TapWithHeel,rightfoot,RecordingForth,cam1,first,1676671983530
TapWithHeel,rightfoot,RecordingForth,cam1,second,1676671985764
TapWithHeel,rightfoot,RecordingForth,cam2,first,1676671983530
TapWithHeel,rightfoot,RecordingForth,cam2,second,1676671985697
KickForward,rightfoot,RecordingBack,cam1,first,1676671825572
KickForward,rightfoot,RecordingBack,cam2,first,1676671825472
KickForward,rightfoot,RecordingBack,cam2,second,1676671827672
KickForward,rightfoot,RecordingForth,cam1,first,1676671815464
KickForward,rightfoot,RecordingForth,cam1,second,1676671817797
KickForward,rightfoot,RecordingForth,cam2,first,1676671815364
KickForward,rightfoot,RecordingForth,cam2,second,1676671817597
KickForward,leftfoot,RecordingBack,cam1,first,1676671804147
KickForward,leftfoot,RecordingBack,cam2,first,1676671804147
KickForward,leftfoot,RecordingBack,cam2,second,1676671806347
KickForward,leftfoot,RecordingForth,cam1,first,1676671794439
KickForward,leftfoot,RecordingForth,cam1,second,1676671797106
KickForward,leftfoot,RecordingForth,cam2,first,1676671794406
KickForward,leftfoot,RecordingForth,cam2,second,1676671796806
Delay,rightfoot,RecordingBack,cam1,first,1676671717659
Delay,rightfoot,RecordingBack,cam2,first,1676671717693
Delay,rightfoot,RecordingBack,cam2,second,1676671720159
Delay,rightfoot,RecordingForth,cam1,first,1676671708962
Delay,rightfoot,RecordingForth,cam1,second,1676671711229
Delay,rightfoot,RecordingForth,cam2,first,1676671708896
Delay,rightfoot,RecordingForth,cam2,second,1676671711295
Delay,leftfoot,RecordingBack,cam1,first,1676671694045
Delay,leftfoot,RecordingBack,cam2,first,1676671694112
Delay,leftfoot,RecordingBack,cam2,second,1676671697078
Delay,leftfoot,RecordingForth,cam1,first,1676671686005
Delay,leftfoot,RecordingForth,cam1,second,1676671688472
Delay,leftfoot,RecordingForth,cam2,first,1676671685972
Delay,leftfoot,RecordingForth,cam2,second,1676671688372
BigStep,rightfoot,RecordingBack,cam1,first,1676670411854
BigStep,rightfoot,RecordingBack,cam2,first,1676670411787
BigStep,rightfoot,RecordingBack,cam2,second,1676670414054
BigStep,rightfoot,RecordingForth,cam1,first,1676670402535
BigStep,rightfoot,RecordingForth,cam1,second,1676670405568
BigStep,rightfoot,RecordingForth,cam2,first,1676670402535
BigStep,rightfoot,RecordingForth,cam2,second,1676670405368
BigStep,leftfoot,RecordingBack,cam1,first,1676670390940
BigStep,leftfoot,RecordingBack,cam2,first,1676670390774
BigStep,leftfoot,RecordingBack,cam2,second,1676670393240
BigStep,leftfoot,RecordingForth,cam1,first,1676670382344
BigStep,leftfoot,RecordingForth,cam1,second,1676670384377
BigStep,leftfoot,RecordingForth,cam2,first,1676670382177
BigStep,leftfoot,RecordingForth,cam2,second,1676670384411
