gesture,foot,direction,camera,first/second,timestamp
BendingBehind,leftfoot,RecordingBack,cam1,first,1677611766651
BendingBehind,leftfoot,RecordingBack,cam1,second,1677611768584
BendingBehind,leftfoot,RecordingBack,cam2,first,1677611766485
BendingBehind,leftfoot,RecordingBack,cam2,second,1677611768651
BendingBehind,leftfoot,RecordingForth,cam1,first,1677611756333
BendingBehind,leftfoot,RecordingForth,cam1,second,1677611759199
BendingBehind,leftfoot,RecordingForth,cam2,first,1677611756233
BendingBehind,leftfoot,RecordingForth,cam2,second,1677611759166
BendingBehind,rightfoot,RecordingBack,cam1,first,1677611744214
BendingBehind,rightfoot,RecordingBack,cam2,first,1677611744214
BendingBehind,rightfoot,RecordingBack,cam2,second,1677611746314
BendingBehind,rightfoot,RecordingForth,cam1,first,1677611734808
BendingBehind,rightfoot,RecordingForth,cam1,second,1677611736942
BendingBehind,rightfoot,RecordingForth,cam2,first,1677611734875
BendingBehind,rightfoot,RecordingForth,cam2,second,1677611736875
BigStep,rightfoot,RecordingBack,cam1,first,1677611566596
BigStep,rightfoot,RecordingBack,cam2,first,1677611566396
BigStep,rightfoot,RecordingBack,cam2,second,1677611569029
BigStep,rightfoot,RecordingForth,cam1,first,1677611557022
BigStep,rightfoot,RecordingForth,cam1,second,1677611558956
BigStep,rightfoot,RecordingForth,cam2,first,1677611556756
BigStep,rightfoot,RecordingForth,cam2,second,1677611558989
BigStep,leftfoot,RecordingBack,cam1,first,1677611543661
BigStep,leftfoot,RecordingBack,cam2,first,1677611543595
BigStep,leftfoot,RecordingBack,cam2,second,1677611546128
BigStep,leftfoot,RecordingForth,cam1,first,1677611534254
BigStep,leftfoot,RecordingForth,cam1,second,1677611536454
BigStep,leftfoot,RecordingForth,cam2,first,1677611534121
BigStep,leftfoot,RecordingForth,cam2,second,1677611536488
KickForward,leftfoot,RecordingBack,cam1,first,1677611483941
KickForward,leftfoot,RecordingBack,cam2,first,1677611484107
KickForward,leftfoot,RecordingBack,cam2,second,1677611486141
KickForward,leftfoot,RecordingForth,cam1,first,1677611473933
KickForward,leftfoot,RecordingForth,cam1,second,1677611476633
KickForward,leftfoot,RecordingForth,cam2,first,1677611473800
KickForward,leftfoot,RecordingForth,cam2,second,1677611476533
KickForward,rightfoot,RecordingBack,cam1,first,1677611460561
KickForward,rightfoot,RecordingBack,cam1,second,1677611463294
KickForward,rightfoot,RecordingBack,cam2,first,1677611460227
KickForward,rightfoot,RecordingBack,cam2,second,1677611463427
KickForward,rightfoot,RecordingForth,cam1,first,1677611451332
KickForward,rightfoot,RecordingForth,cam1,second,1677611453532
KickForward,rightfoot,RecordingForth,cam2,first,1677611451232
TapWithHeel,rightfoot,RecordingBack,cam1,first,1677610991880
TapWithHeel,rightfoot,RecordingBack,cam2,first,1677610991780
TapWithHeel,rightfoot,RecordingBack,cam2,second,1677610994080
TapWithHeel,rightfoot,RecordingForth,cam1,first,1677610982240
TapWithHeel,rightfoot,RecordingForth,cam1,second,1677610984473
TapWithHeel,rightfoot,RecordingForth,cam2,first,1677610982140
TapWithHeel,rightfoot,RecordingForth,cam2,second,1677610984706
TapWithHeel,leftfoot,RecordingBack,cam1,first,1677610968978
TapWithHeel,leftfoot,RecordingBack,cam2,first,1677610969311
TapWithHeel,leftfoot,RecordingBack,cam2,second,1677610971345
TapWithHeel,leftfoot,RecordingForth,cam1,first,1677610959516
TapWithHeel,leftfoot,RecordingForth,cam1,second,1677610961483
TapWithHeel,leftfoot,RecordingForth,cam2,first,1677610959149
Delay,leftfoot,RecordingBack,cam1,first,1677610505050
Delay,leftfoot,RecordingBack,cam2,first,1677610504950
Delay,leftfoot,RecordingBack,cam2,second,1677610507217
Delay,leftfoot,RecordingForth,cam1,first,1677610494745
Delay,leftfoot,RecordingForth,cam1,second,1677610496645
Delay,leftfoot,RecordingForth,cam2,first,1677610494278
Delay,leftfoot,RecordingForth,cam2,second,1677610496845
Delay,rightfoot,RecordingBack,cam1,first,1677610480583
Delay,rightfoot,RecordingBack,cam1,second,1677610483383
Delay,rightfoot,RecordingBack,cam2,first,1677610480450
Delay,rightfoot,RecordingBack,cam2,second,1677610483317
Delay,rightfoot,RecordingForth,cam1,first,1677610471275
Delay,rightfoot,RecordingForth,cam1,second,1677610473775
Delay,rightfoot,RecordingForth,cam2,first,1677610471542
